shipping_id,order_id,shipping_location_id,courier_partner,shipping_date,expected_delivery_date,actual_delivery_date,delivery_status
156122,56122,24,XpressBees,2026-05-17,2026-05-23,2026-05-23,Delivered
156123,56123,99,Delhivery,2024-05-02,2024-05-08,2024-05-10,Delivered
156124,56124,7,XpressBees,2024-10-05,2024-10-10,2024-10-12,Delivered
156125,56125,66,XpressBees,2024-03-02,2024-03-08,2024-03-07,Delivered
156126,56126,97,Ecom Express,2024-08-02,2024-08-04,2024-08-04,Delivered
156127,56127,11,XpressBees,2026-03-27,2026-04-02,2026-04-03,Delivered
156128,56128,95,DTDC,2024-09-24,2024-09-30,,In Transit
156129,56129,66,BlueDart,2026-03-24,2026-03-28,2026-03-28,Delivered
156130,56130,86,XpressBees,2026-02-28,2026-03-01,2026-03-02,Delivered
156131,56131,57,Delhivery,2025-11-11,2025-11-15,2025-11-17,Delivered
156132,56132,22,DTDC,2024-09-17,2024-09-25,,In Transit
156133,56133,83,Ecom Express,2026-08-25,2026-08-30,2026-09-02,Delivered
156134,56134,32,Delhivery,2025-08-16,2025-08-19,2025-08-18,Delivered
156135,56135,78,XpressBees,2026-01-19,2026-01-20,2026-01-20,Delivered
156136,56136,39,Delhivery,2024-12-01,2024-12-06,2024-12-06,Delivered
156137,56137,67,Ecom Express,2025-10-07,2025-10-13,2025-10-12,Delivered
156138,56138,66,Ecom Express,2025-09-30,2025-10-04,2025-10-06,Delivered
156139,56139,43,XpressBees,2025-08-05,2025-08-06,2025-08-07,Delivered
156140,56140,20,XpressBees,2025-07-30,2025-08-01,2025-08-04,Delivered
156141,56141,4,Delhivery,2025-11-15,2025-11-17,2025-11-19,Delivered
156142,56142,73,Delhivery,2026-08-25,2026-08-29,,Returned
156143,56143,95,Delhivery,2026-04-23,2026-04-30,,Delayed
156144,56144,58,Delhivery,2024-10-29,2024-11-03,2024-11-06,Delivered
156145,56145,61,XpressBees,2026-05-13,2026-05-15,2026-05-14,Delivered
156146,56146,5,XpressBees,2024-12-07,2024-12-11,,In Transit
156147,56147,41,BlueDart,2024-08-30,2024-09-03,2024-09-04,Delivered
156148,56148,54,Ecom Express,2024-07-12,2024-07-17,2024-07-20,Delivered
156149,56149,76,Delhivery,2025-11-16,2025-11-16,2025-11-17,Delivered
156150,56150,40,Delhivery,2025-03-26,2025-04-02,2025-04-04,Delivered
156151,56151,94,BlueDart,2026-03-16,2026-03-22,,Returned
156152,56152,6,Delhivery,2026-03-24,2026-03-30,2026-03-29,Delivered
156153,56153,21,Delhivery,2025-06-09,2025-06-10,2025-06-09,Delivered
156154,56154,29,XpressBees,2024-07-25,2024-07-27,2024-07-26,Delivered
156155,56155,89,Ecom Express,2024-04-19,2024-04-26,2024-04-29,Delivered
156156,56156,10,BlueDart,2026-07-24,2026-07-27,2026-07-30,Delivered
156157,56157,85,BlueDart,2024-10-27,2024-10-30,2024-10-30,Delivered
156158,56158,74,Delhivery,2024-01-13,2024-01-19,2024-01-20,Delivered
156159,56159,61,BlueDart,2025-01-19,2025-01-26,2025-01-28,Delivered
156160,56160,74,XpressBees,2026-02-20,2026-02-26,,Delayed
156161,56161,96,BlueDart,2024-03-31,2024-04-02,2024-04-05,Delivered
156162,56162,48,Delhivery,2025-11-04,2025-11-06,2025-11-09,Delivered
156163,56163,64,Ecom Express,2025-02-09,2025-02-14,2025-02-16,Delivered
156164,56164,94,Ecom Express,2026-05-30,2026-06-01,,Delayed
156165,56165,55,BlueDart,2025-03-13,2025-03-17,,In Transit
156166,56166,21,DTDC,2025-05-23,2025-05-29,2025-06-01,Delivered
156167,56167,15,BlueDart,2025-03-19,2025-03-23,2025-03-23,Delivered
156168,56168,15,Delhivery,2025-10-24,2025-10-25,2025-10-27,Delivered
156169,56169,11,BlueDart,2024-03-12,2024-03-12,2024-03-15,Delivered
156170,56170,31,BlueDart,2024-02-20,2024-02-21,,In Transit
156171,56171,98,XpressBees,2025-07-21,2025-07-25,2025-07-28,Delivered
156172,56172,4,BlueDart,2025-01-17,2025-01-20,2025-01-21,Delivered
156173,56173,72,BlueDart,2024-06-12,2024-06-18,2024-06-19,Delivered
156174,56174,50,BlueDart,2026-01-17,2026-01-22,2026-01-21,Delivered
156175,56175,94,BlueDart,2025-12-27,2026-01-02,2026-01-04,Delivered
156176,56176,17,XpressBees,2024-04-17,2024-04-18,2024-04-17,Delivered
156177,56177,32,Delhivery,2024-06-29,2024-07-04,2024-07-05,Delivered
156178,56178,37,DTDC,2026-01-28,2026-02-01,2026-01-31,Delivered
156179,56179,29,BlueDart,2025-04-10,2025-04-15,2025-04-18,Delivered
156180,56180,71,BlueDart,2024-10-28,2024-11-01,2024-11-01,Delivered
156181,56181,1,XpressBees,2025-05-29,2025-06-01,2025-06-03,Delivered
156182,56182,96,Ecom Express,2024-12-10,2024-12-12,2024-12-11,Delivered
156183,56183,28,Delhivery,2024-04-03,2024-04-06,,In Transit
156184,56184,55,Delhivery,2025-09-21,2025-09-22,2025-09-21,Delivered
156185,56185,32,Ecom Express,2025-11-06,2025-11-12,,Returned
156186,56186,33,Delhivery,2024-03-18,2024-03-21,2024-03-22,Delivered
156187,56187,93,Ecom Express,2024-08-31,2024-09-02,,In Transit
156188,56188,68,DTDC,2025-08-31,2025-09-01,2025-09-04,Delivered
156189,56189,10,DTDC,2026-01-07,2026-01-10,2026-01-10,Delivered
156190,56190,14,DTDC,2026-06-05,2026-06-09,,Delayed
156191,56191,93,XpressBees,2025-08-08,2025-08-13,2025-08-13,Delivered
156192,56192,2,Ecom Express,2024-04-02,2024-04-08,2024-04-09,Delivered
156193,56193,1,Delhivery,2024-12-11,2024-12-15,2024-12-16,Delivered
156194,56194,47,XpressBees,2024-09-03,2024-09-10,2024-09-11,Delivered
156195,56195,53,Ecom Express,2026-08-16,2026-08-21,,In Transit
156196,56196,55,DTDC,2024-01-16,2024-01-17,2024-01-18,Delivered
156197,56197,57,Delhivery,2025-01-01,2025-01-06,,Returned
156198,56198,80,XpressBees,2025-05-17,2025-05-20,,In Transit
156199,56199,42,Delhivery,2024-10-17,2024-10-25,2024-10-28,Delivered
156200,56200,48,XpressBees,2025-12-12,2025-12-14,,Returned
156201,56201,46,Delhivery,2024-05-10,2024-05-14,,In Transit
156202,56202,13,Ecom Express,2026-06-19,2026-06-20,,In Transit
156203,56203,28,Delhivery,2025-01-24,2025-01-30,,Delayed
156204,56204,9,Ecom Express,2024-12-22,2024-12-27,,Returned
156205,56205,30,BlueDart,2026-06-14,2026-06-22,2026-06-23,Delivered
156206,56206,95,Ecom Express,2024-05-27,2024-05-29,,Delayed
156207,56207,68,DTDC,2025-04-02,2025-04-02,2025-04-02,Delivered
156208,56208,90,Delhivery,2024-02-01,2024-02-03,2024-02-05,Delivered
156209,56209,84,DTDC,2025-05-13,2025-05-18,2025-05-21,Delivered
156210,56210,17,XpressBees,2024-11-11,2024-11-19,,Delayed
156211,56211,43,XpressBees,2025-12-20,2025-12-25,2025-12-25,Delivered
156212,56212,59,Ecom Express,2025-05-14,2025-05-15,,In Transit
156213,56213,20,BlueDart,2025-08-29,2025-09-01,2025-09-04,Delivered
156214,56214,58,BlueDart,2026-05-23,2026-05-30,,Returned
156215,56215,17,DTDC,2026-07-12,2026-07-14,,In Transit
156216,56216,53,BlueDart,2024-07-30,2024-08-01,2024-08-03,Delivered
156217,56217,22,XpressBees,2025-05-01,2025-05-06,2025-05-07,Delivered
156218,56218,61,DTDC,2026-01-29,2026-01-30,2026-01-31,Delivered
156219,56219,95,Delhivery,2024-05-06,2024-05-09,,Delayed
156220,56220,10,Delhivery,2025-04-14,2025-04-14,2025-04-13,Delivered
156221,56221,42,Delhivery,2025-06-26,2025-06-28,,Delayed
156222,56222,29,DTDC,2026-04-21,2026-04-24,2026-04-24,Delivered
156223,56223,87,BlueDart,2024-03-28,2024-03-29,2024-03-30,Delivered
156224,56224,54,BlueDart,2026-04-18,2026-04-22,,Delayed
156225,56225,25,DTDC,2024-08-18,2024-08-24,,In Transit
156226,56226,68,DTDC,2026-04-11,2026-04-15,2026-04-17,Delivered
156227,56227,14,Delhivery,2025-09-28,2025-10-04,2025-10-06,Delivered
156228,56228,33,XpressBees,2025-01-25,2025-01-28,2025-01-28,Delivered
156229,56229,85,Ecom Express,2024-05-12,2024-05-12,,In Transit
156230,56230,85,XpressBees,2024-12-02,2024-12-06,2024-12-06,Delivered
156231,56231,96,BlueDart,2025-12-18,2025-12-23,2025-12-22,Delivered
156232,56232,66,DTDC,2024-07-21,2024-07-24,2024-07-25,Delivered
156233,56233,40,BlueDart,2025-10-11,2025-10-15,2025-10-15,Delivered
156234,56234,6,Ecom Express,2024-08-09,2024-08-13,2024-08-13,Delivered
156235,56235,83,DTDC,2024-03-21,2024-03-22,2024-03-24,Delivered
156236,56236,7,DTDC,2025-08-20,2025-08-23,2025-08-24,Delivered
156237,56237,67,XpressBees,2026-02-27,2026-03-03,,In Transit
156238,56238,53,DTDC,2026-07-25,2026-07-26,2026-07-25,Delivered
156239,56239,87,XpressBees,2025-05-03,2025-05-07,2025-05-09,Delivered
156240,56240,12,Delhivery,2025-08-12,2025-08-14,2025-08-13,Delivered
156241,56241,73,Delhivery,2025-10-23,2025-10-27,2025-10-28,Delivered
156242,56242,78,BlueDart,2025-02-03,2025-02-09,2025-02-12,Delivered
156243,56243,41,Ecom Express,2024-02-06,2024-02-13,2024-02-13,Delivered
156244,56244,35,Delhivery,2024-08-24,2024-08-31,,In Transit
156245,56245,100,Ecom Express,2025-01-05,2025-01-09,2025-01-09,Delivered
156246,56246,94,Ecom Express,2025-09-25,2025-10-01,2025-10-01,Delivered
156247,56247,32,DTDC,2024-10-24,2024-10-30,2024-10-31,Delivered
156248,56248,38,DTDC,2024-07-26,2024-07-28,,In Transit
156249,56249,76,Ecom Express,2026-05-29,2026-06-05,,In Transit
156250,56250,83,DTDC,2024-04-02,2024-04-03,,In Transit
156251,56251,44,Delhivery,2026-02-05,2026-02-07,2026-02-08,Delivered
156252,56252,36,Ecom Express,2024-03-31,2024-04-06,,Returned
156253,56253,62,XpressBees,2024-11-09,2024-11-09,2024-11-10,Delivered
156254,56254,35,XpressBees,2026-04-05,2026-04-11,2026-04-11,Delivered
156255,56255,9,Ecom Express,2026-03-27,2026-04-04,,Delayed
156256,56256,83,XpressBees,2025-01-08,2025-01-09,,Returned
156257,56257,61,Ecom Express,2024-01-20,2024-01-22,2024-01-22,Delivered
156258,56258,71,BlueDart,2026-07-04,2026-07-04,2026-07-05,Delivered
156259,56259,52,Ecom Express,2026-05-12,2026-05-15,,In Transit
156260,56260,56,XpressBees,2025-04-26,2025-05-03,2025-05-04,Delivered
156261,56261,2,Ecom Express,2024-01-29,2024-02-03,,Delayed
156262,56262,95,Ecom Express,2025-11-01,2025-11-08,2025-11-07,Delivered
156263,56263,96,XpressBees,2026-01-31,2026-02-03,2026-02-02,Delivered
156264,56264,15,XpressBees,2026-03-13,2026-03-16,2026-03-17,Delivered
156265,56265,86,BlueDart,2025-12-09,2025-12-16,2025-12-19,Delivered
156266,56266,52,XpressBees,2026-04-28,2026-05-02,2026-05-04,Delivered
156267,56267,5,Ecom Express,2025-05-12,2025-05-17,2025-05-18,Delivered
156268,56268,1,BlueDart,2024-06-09,2024-06-13,,In Transit
156269,56269,34,BlueDart,2025-10-31,2025-11-06,2025-11-09,Delivered
156270,56270,72,Ecom Express,2024-08-01,2024-08-06,,Delayed
156271,56271,25,XpressBees,2025-09-05,2025-09-09,2025-09-09,Delivered
156272,56272,42,Delhivery,2024-05-28,2024-05-31,2024-06-03,Delivered
156273,56273,43,BlueDart,2024-02-08,2024-02-14,2024-02-16,Delivered
156274,56274,42,DTDC,2025-03-10,2025-03-16,2025-03-19,Delivered
156275,56275,3,DTDC,2025-07-30,2025-08-04,2025-08-03,Delivered
156276,56276,66,Ecom Express,2024-06-01,2024-06-04,,In Transit
156277,56277,14,BlueDart,2026-02-03,2026-02-03,2026-02-02,Delivered
156278,56278,91,XpressBees,2025-09-24,2025-09-28,2025-09-30,Delivered
156279,56279,26,XpressBees,2026-02-18,2026-02-20,,Delayed
156280,56280,81,DTDC,2024-12-20,2024-12-23,,Delayed
156281,56281,32,DTDC,2025-10-03,2025-10-09,2025-10-08,Delivered
156282,56282,49,Delhivery,2026-07-25,2026-07-31,2026-08-03,Delivered
156283,56283,26,Ecom Express,2024-06-26,2024-06-29,2024-06-28,Delivered
156284,56284,89,DTDC,2026-03-04,2026-03-09,2026-03-11,Delivered
156285,56285,9,XpressBees,2025-09-04,2025-09-06,2025-09-07,Delivered
156286,56286,86,Ecom Express,2025-12-04,2025-12-06,2025-12-09,Delivered
156287,56287,37,DTDC,2025-09-01,2025-09-02,2025-09-03,Delivered
156288,56288,31,XpressBees,2025-11-01,2025-11-05,,In Transit
156289,56289,74,Delhivery,2026-01-28,2026-02-03,2026-02-05,Delivered
156290,56290,32,BlueDart,2024-02-09,2024-02-13,2024-02-16,Delivered
156291,56291,53,Delhivery,2024-01-31,2024-02-06,,In Transit
156292,56292,59,Delhivery,2024-03-25,2024-03-25,2024-03-26,Delivered
156293,56293,55,Delhivery,2026-06-23,2026-06-27,2026-06-29,Delivered
156294,56294,53,BlueDart,2025-02-26,2025-03-03,2025-03-03,Delivered
156295,56295,49,BlueDart,2026-08-22,2026-08-25,2026-08-27,Delivered
156296,56296,66,Delhivery,2026-06-08,2026-06-12,,In Transit
156297,56297,93,DTDC,2024-12-02,2024-12-08,2024-12-09,Delivered
156298,56298,59,Ecom Express,2024-04-02,2024-04-05,2024-04-04,Delivered
156299,56299,55,DTDC,2026-03-30,2026-04-04,2026-04-05,Delivered
156300,56300,38,BlueDart,2025-02-11,2025-02-18,2025-02-18,Delivered
156301,56301,60,BlueDart,2024-10-16,2024-10-20,2024-10-20,Delivered
156302,56302,1,BlueDart,2026-02-12,2026-02-17,,In transit 
156303,56303,63,XpressBees,2025-04-13,2025-04-18,2025-04-19,Delivered
156304,56304,85,XpressBees,2024-11-09,2024-11-11,2024-11-11,Delivered
156305,56305,95,Ecom Express,2025-01-22,2025-01-23,2025-01-23,Delivered
156306,56306,97,Delhivery,2026-06-22,2026-06-25,,In Transit
156307,56307,6,XpressBees,2024-10-23,2024-10-23,2024-10-24,Delivered
156308,56308,14,DTDC,2026-06-28,2026-07-02,,Returned
156309,56309,42,XpressBees,2025-07-27,2025-08-01,2025-08-02,Delivered
156310,56310,39,BlueDart,2024-02-25,2024-03-02,2024-03-04,Delivered
156311,56311,34,XpressBees,2024-04-20,2024-04-23,,Returned
156312,56312,66,BlueDart,2025-08-21,2025-08-28,2025-08-31,Delivered
156313,56313,49,XpressBees,2024-05-15,2024-05-19,2024-05-21,Delivered
156314,56314,53,DTDC,2024-05-23,2024-05-28,2024-05-29,Delivered
156315,56315,67,BlueDart,2025-03-28,2025-03-29,,In Transit
156316,56316,78,BlueDart,2025-03-03,2025-03-07,,Returned
156317,56317,40,Ecom Express,2026-07-02,2026-07-10,2026-07-12,Delivered
156318,56318,91,BlueDart,2026-05-23,2026-05-25,2026-05-24,Delivered
156319,56319,75,BlueDart,2026-06-24,2026-06-24,2026-06-23,Delivered
156320,56320,57,XpressBees,2024-03-12,2024-03-19,2024-03-21,Delivered
156321,56321,45,Delhivery,2026-02-20,2026-02-26,2026-03-01,Delivered
156322,56322,59,BlueDart,2026-07-01,2026-07-01,2026-07-01,Delivered
156323,56323,42,Ecom Express,2025-08-19,2025-08-22,2025-08-24,Delivered
156324,56324,13,BlueDart,2026-08-25,2026-08-26,,Delayed
156325,56325,88,Ecom Express,2026-02-18,2026-02-24,2026-02-25,Delivered
156326,56326,99,DTDC,2025-10-14,2025-10-19,2025-10-22,Delivered
156327,56327,88,Delhivery,2025-01-28,2025-02-01,2025-02-03,Delivered
156328,56328,87,XpressBees,2024-12-11,2024-12-18,2024-12-21,Delivered
156329,56329,61,Delhivery,2025-01-19,2025-01-22,2025-01-24,Delivered
156330,56330,15,Delhivery,2024-09-02,2024-09-04,2024-09-07,Delivered
156331,56331,9,Ecom Express,2025-07-15,2025-07-19,2025-07-18,Delivered
156332,56332,70,DTDC,2025-02-26,2025-03-01,2025-03-01,Delivered
156333,56333,83,BlueDart,2024-10-18,2024-10-19,2024-10-22,Delivered
156334,56334,94,Delhivery,2024-06-24,2024-06-29,2024-07-02,Delivered
156335,56335,13,XpressBees,2025-05-18,2025-05-20,2025-05-21,Delivered
156336,56336,91,Delhivery,2024-01-23,2024-01-23,2024-01-26,Delivered
156337,56337,28,DTDC,2024-12-31,2025-01-05,2025-01-08,Delivered
156338,56338,56,XpressBees,2024-03-03,2024-03-04,2024-03-06,Delivered
156339,56339,78,Ecom Express,2024-11-23,2024-11-28,,Delayed
156340,56340,14,XpressBees,2025-10-07,2025-10-13,2025-10-14,Delivered
156341,56341,93,XpressBees,2025-09-10,2025-09-17,2025-09-16,Delivered
156342,56342,70,XpressBees,2024-01-21,2024-01-29,2024-01-31,Delivered
156343,56343,38,BlueDart,2025-11-18,2025-11-25,2025-11-24,Delivered
156344,56344,58,XpressBees,2024-10-22,2024-10-24,2024-10-24,Delivered
156345,56345,53,XpressBees,2025-04-09,2025-04-09,2025-04-11,Delivered
156346,56346,15,XpressBees,2025-10-18,2025-10-23,,In Transit
156347,56347,74,Ecom Express,2024-02-06,2024-02-12,2024-02-13,Delivered
156348,56348,20,BlueDart,2024-06-20,2024-06-26,2024-06-26,Delivered
156349,56349,88,Ecom Express,2024-06-11,2024-06-14,2024-06-16,Delivered
156350,56350,94,BlueDart,2024-11-18,2024-11-26,2024-11-26,Delivered
156351,56351,73,Delhivery,2024-01-19,2024-01-21,2024-01-20,Delivered
156352,56352,59,XpressBees,2024-02-02,2024-02-07,,In Transit
156353,56353,66,XpressBees,2025-05-11,2025-05-18,2025-05-17,Delivered
156354,56354,53,Delhivery,2024-04-19,2024-04-23,2024-04-23,Delivered
156355,56355,76,Delhivery,2025-03-01,2025-03-03,2025-03-06,Delivered
156356,56356,95,XpressBees,2024-08-09,2024-08-14,,In Transit
156357,56357,3,Delhivery,2026-08-24,2026-08-29,2026-08-29,Delivered
156358,56358,81,BlueDart,2024-05-03,2024-05-10,,Delayed
156359,56359,38,BlueDart,2025-04-12,2025-04-13,2025-04-16,Delivered
156360,56360,9,XpressBees,2025-04-02,2025-04-09,2025-04-12,Delivered
156361,56361,78,BlueDart,2025-12-19,2025-12-22,2025-12-25,Delivered
156362,56362,85,BlueDart,2024-05-03,2024-05-08,2024-05-08,Delivered
156363,56363,14,XpressBees,2026-07-27,2026-07-28,2026-07-28,Delivered
156364,56364,64,XpressBees,2024-10-26,2024-10-26,,In Transit
156365,56365,51,BlueDart,2024-02-05,2024-02-09,2024-02-12,Delivered
156366,56366,58,DTDC,2025-12-05,2025-12-09,,In Transit
156367,56367,1,Ecom Express,2025-06-12,2025-06-13,,In Transit
156368,56368,87,BlueDart,2025-09-26,2025-10-03,2025-10-05,Delivered
156369,56369,24,DTDC,2026-06-03,2026-06-06,,In Transit
156370,56370,86,Ecom Express,2025-01-08,2025-01-13,2025-01-13,Delivered
156371,56371,55,Delhivery,2026-05-31,2026-06-02,2026-06-02,Delivered
156372,56372,14,Delhivery,2026-06-22,2026-06-25,,Delayed
156373,56373,50,Delhivery,2025-06-15,2025-06-21,2025-06-20,Delivered
156374,56374,23,DTDC,2026-02-04,2026-02-05,2026-02-04,Delivered
156375,56375,24,Delhivery,2024-02-03,2024-02-06,2024-02-08,Delivered
156376,56376,45,Ecom Express,2025-08-13,2025-08-15,,In Transit
156377,56377,65,XpressBees,2024-03-21,2024-03-22,2024-03-23,Delivered
156378,56378,17,BlueDart,2025-02-28,2025-03-03,2025-03-02,Delivered
156379,56379,44,Ecom Express,2025-12-30,2026-01-03,,Returned
156380,56380,94,DTDC,2024-02-28,2024-03-07,,Delayed
156381,56381,1,Ecom Express,2025-02-01,2025-02-02,,Returned
156382,56382,13,Ecom Express,2025-02-05,2025-02-07,2025-02-09,Delivered
156383,56383,46,DTDC,2024-08-22,2024-08-24,,Delayed
156384,56384,86,Ecom Express,2025-06-14,2025-06-15,,In Transit
156385,56385,84,Ecom Express,2026-02-25,2026-02-25,2026-02-27,Delivered
156386,56386,50,DTDC,2026-08-19,2026-08-27,,Delayed
156387,56387,17,XpressBees,2026-06-01,2026-06-05,2026-06-08,Delivered
156388,56388,58,Delhivery,2026-07-12,2026-07-17,2026-07-18,Delivered
156389,56389,76,XpressBees,2024-07-17,2024-07-19,2024-07-18,Delivered
156390,56390,99,BlueDart,2024-04-21,2024-04-22,,In Transit
156391,56391,51,Ecom Express,2024-06-28,2024-07-01,2024-07-02,Delivered
156392,56392,21,Delhivery,2026-08-07,2026-08-13,2026-08-15,Delivered
156393,56393,1,DTDC,2024-07-31,2024-08-05,2024-08-06,Delivered
156394,56394,55,BlueDart,2026-01-01,2026-01-05,2026-01-07,Delivered
156395,56395,33,DTDC,2025-01-29,2025-02-05,2025-02-04,Delivered
156396,56396,19,Delhivery,2025-10-25,2025-10-26,2025-10-28,Delivered
156397,56397,74,XpressBees,2026-01-02,2026-01-05,2026-01-08,Delivered
156398,56398,57,DTDC,2026-05-28,2026-05-30,2026-05-29,Delivered
156399,56399,89,BlueDart,2024-03-27,2024-03-30,2024-03-31,Delivered
156400,56400,25,DTDC,2024-11-14,2024-11-17,2024-11-17,Delivered
156401,56401,100,BlueDart,2024-04-26,2024-04-29,,Delayed
156402,56402,28,XpressBees,2025-01-24,2025-01-28,,In Transit
156403,56403,87,BlueDart,2024-12-19,2024-12-26,2024-12-27,Delivered
156404,56404,19,DTDC,2026-04-26,2026-05-02,,In Transit
156405,56405,22,Delhivery,2025-11-15,2025-11-20,2025-11-23,Delivered
156406,56406,85,XpressBees,2024-04-11,2024-04-16,2024-04-16,Delivered
156407,56407,28,XpressBees,2025-03-10,2025-03-11,2025-03-11,Delivered
156408,56408,93,Ecom Express,2025-11-18,2025-11-24,2025-11-25,Delivered
156409,56409,64,DTDC,2025-12-22,2025-12-27,2025-12-28,Delivered
156410,56410,64,BlueDart,2026-02-26,2026-03-03,2026-03-02,Delivered
156411,56411,60,Delhivery,2024-08-05,2024-08-08,2024-08-11,Delivered
156412,56412,80,XpressBees,2026-05-09,2026-05-16,2026-05-18,Delivered
156413,56413,79,XpressBees,2026-05-27,2026-06-01,2026-06-03,Delivered
156414,56414,10,XpressBees,2024-08-03,2024-08-06,,Delayed
156415,56415,71,Delhivery,2025-10-04,2025-10-10,2025-10-13,Delivered
156416,56416,15,Ecom Express,2025-10-21,2025-10-24,2025-10-23,Delivered
156417,56417,43,Delhivery,2026-05-04,2026-05-10,2026-05-12,Delivered
156418,56418,5,Delhivery,2024-03-24,2024-03-27,2024-03-30,Delivered
156419,56419,16,DTDC,2024-08-15,2024-08-21,2024-08-21,Delivered
156420,56420,97,DTDC,2026-04-18,2026-04-19,,In Transit
156421,56421,62,BlueDart,2024-02-05,2024-02-11,,In Transit
156422,56422,73,BlueDart,2025-04-12,2025-04-17,,In Transit
156423,56423,8,Delhivery,2024-10-12,2024-10-16,2024-10-15,Delivered
156424,56424,59,Delhivery,2025-08-31,2025-09-02,2025-09-04,Delivered
156425,56425,6,Delhivery,2025-04-04,2025-04-08,2025-04-09,Delivered
156426,56426,15,BlueDart,2026-04-08,2026-04-08,,Delayed
156427,56427,43,DTDC,2024-03-18,2024-03-21,,Delayed
156428,56428,44,Ecom Express,2025-05-07,2025-05-08,2025-05-07,Delivered
156429,56429,13,Delhivery,2025-05-18,2025-05-21,2025-05-23,Delivered
156430,56430,19,Ecom Express,2025-05-10,2025-05-14,2025-05-14,Delivered
156431,56431,54,Ecom Express,2024-03-16,2024-03-20,2024-03-22,Delivered
156432,56432,80,Delhivery,2025-03-28,2025-03-30,2025-04-02,Delivered
156433,56433,17,BlueDart,2026-05-06,2026-05-12,2026-05-12,Delivered
156434,56434,80,Delhivery,2025-08-07,2025-08-09,2025-08-10,Delivered
156435,56435,17,DTDC,2024-04-16,2024-04-22,2024-04-21,Delivered
156436,56436,45,Delhivery,2025-11-28,2025-12-02,2025-12-05,Delivered
156437,56437,21,Delhivery,2026-06-21,2026-06-24,2026-06-25,Delivered
156438,56438,35,XpressBees,2026-02-20,2026-02-27,2026-02-26,Delivered
156439,56439,88,Delhivery,2024-04-01,2024-04-03,2024-04-03,Delivered
156440,56440,36,BlueDart,2024-01-30,2024-02-06,2024-02-06,Delivered
156441,56441,27,DTDC,2024-06-21,2024-06-25,2024-06-27,Delivered
